2017-08-17 00:00	4261.48	4485.39	4200.74	4285.08	818
2017-08-18 00:00	4285.08	4371.52	3938.77	4108.37	1224
2017-08-21 00:00	4069.13	4119.62	3911.79	4016.00	719
2017-08-22 00:00	4016.00	4104.82	3400.00	4040.00	991
2017-08-23 00:00	4040.00	4265.80	4013.89	4114.01	1027
2017-08-24 00:00	4147.00	4371.68	4085.01	4316.01	808
2017-08-25 00:00	4316.01	4453.91	4247.48	4280.68	598
2017-08-28 00:00	4310.01	4399.82	4124.54	4386.69	628
2017-08-29 00:00	4353.65	4625.85	4313.55	4587.48	625
2017-08-30 00:00	4564.52	4647.51	4416.01	4555.14	831
2017-08-31 00:00	4555.14	4745.42	4555.14	4724.89	580
2017-09-01 00:00	4689.89	4885.55	4654.88	4834.91	586
2017-09-04 00:00	4505.00	4527.49	3972.51	4100.11	1418
2017-09-05 00:00	4106.97	4484.99	3603.00	4366.47	1256
2017-09-06 00:00	4366.49	4662.87	4335.26	4619.77	825
2017-09-07 00:00	4619.77	4788.59	4438.19	4691.61	522
2017-09-08 00:00	4691.66	4735.39	4028.93	4282.80	1154
2017-09-11 00:00	4153.62	4334.43	4098.91	4208.47	724
2017-09-12 00:00	4208.60	4394.59	4040.80	4163.72	905
2017-09-13 00:00	4159.72	4165.38	3760.00	3944.69	936
2017-09-14 00:00	3944.00	3993.00	3165.13	3189.02	1688
2017-09-15 00:00	3188.01	3856.00	2817.00	3700.00	1995
2017-09-18 00:00	3690.00	4123.20	3690.00	4035.01	1052
2017-09-19 00:00	4060.00	4089.97	3830.91	3910.04	925
2017-09-20 00:00	3910.04	4046.08	3820.00	3900.00	746
2017-09-21 00:00	3889.99	3910.00	3567.00	3609.99	1024
2017-09-22 00:00	3592.84	3750.00	3505.55	3595.87	863
2017-09-25 00:00	3660.02	3979.87	3653.69	3920.75	753
2017-09-26 00:00	3928.00	3976.99	3850.05	3882.35	550
2017-09-27 00:00	3882.36	4249.94	3872.81	4193.00	654
2017-09-28 00:00	4192.11	4300.00	4101.00	4174.50	873
2017-09-29 00:00	4178.98	4263.86	3952.01	4174.69	1623
2017-10-02 00:00	4400.00	4561.63	4360.00	4380.00	681
2017-10-03 00:00	4380.00	4467.33	4180.80	4310.00	1107
2017-10-04 00:00	4314.90	4373.00	4142.00	4208.59	895
2017-10-05 00:00	4208.59	4355.00	4110.00	4292.43	808
2017-10-06 00:00	4318.99	4417.00	4292.00	4369.00	531
2017-10-09 00:00	4640.00	4889.98	4550.00	4786.95	669
2017-10-10 00:00	4786.95	4960.00	4680.59	4783.06	1068
2017-10-11 00:00	4783.06	4881.61	4710.00	4821.43	777
2017-10-12 00:00	4821.43	5439.99	4810.16	5430.00	1302
2017-10-13 00:00	5439.99	5846.17	5379.84	5649.98	1906
2017-10-16 00:00	5710.00	5788.91	5585.19	5760.02	1554
2017-10-17 00:00	5760.00	5774.98	5508.63	5595.00	1454
2017-10-18 00:00	5595.00	5596.00	5037.95	5512.06	2343
2017-10-19 00:00	5513.00	5710.00	5490.26	5683.90	1906
2017-10-20 00:00	5683.31	6110.00	5600.00	6010.01	1996
2017-10-23 00:00	5975.00	6080.00	5621.03	5915.93	1834
2017-10-24 00:00	5909.47	5925.00	5450.00	5477.03	2604
2017-10-25 00:00	5506.92	5704.96	5286.98	5689.99	2306
2017-10-26 00:00	5670.10	5939.99	5650.00	5861.77	1996
2017-10-27 00:00	5861.77	5980.00	5649.24	5768.83	1430
2017-10-30 00:00	6133.01	6248.68	6030.00	6120.50	1496
2017-10-31 00:00	6120.52	6498.01	6100.00	6463.00	1535
2017-11-01 00:00	6463.00	6774.67	6338.02	6753.98	1701
2017-11-02 00:00	6753.98	7300.00	6685.10	7019.98	2524
2017-11-03 00:00	7010.31	7346.34	6923.00	7115.04	1914
2017-11-06 00:00	7345.10	7401.00	6906.00	6960.12	1789
2017-11-07 00:00	6981.72	7198.49	6901.00	7064.04	1463
2017-11-08 00:00	7070.00	7770.02	6651.00	7303.00	2845
2017-11-09 00:00	7303.01	7392.00	7015.00	7079.99	1938
2017-11-10 00:00	7079.00	7279.91	6255.01	6506.98	3279
2017-11-13 00:00	5839.94	6697.47	5699.99	6465.99	2643
2017-11-14 00:00	6465.99	6684.98	6311.07	6574.99	1275
2017-11-15 00:00	6575.99	7298.00	6575.99	7240.06	1805
2017-11-16 00:00	7240.14	7940.00	7076.00	7864.50	2357
2017-11-17 00:00	7876.98	7989.00	7451.00	7699.19	4008
2017-11-20 00:00	8057.11	8319.99	7954.00	8212.00	3910
2017-11-21 00:00	8212.49	8400.00	7801.00	8119.51	4572
2017-11-22 00:00	8091.09	8322.68	8091.09	8205.92	3567
2017-11-23 00:00	8233.03	8260.00	8000.00	8019.99	4121
2017-11-24 00:00	8019.97	8369.00	7850.00	8138.00	4437
2017-11-27 00:00	9128.00	9654.28	9112.04	9650.00	4544
2017-11-28 00:00	9650.00	9939.00	9570.50	9896.80	4942
2017-11-29 00:00	9896.79	11300.03	8520.00	9687.88	13378
2017-11-30 00:00	9687.88	10900.00	8850.80	9838.96	9415
2017-12-01 00:00	9837.00	10898.00	9380.00	10782.99	6158
2017-12-04 00:00	11165.41	11600.00	10802.00	11579.00	4687
2017-12-05 00:00	11571.03	11853.00	11447.68	11699.99	5578
2017-12-06 00:00	11699.99	13615.23	11665.58	13550.05	6731
2017-12-07 00:00	13541.01	16649.96	13050.00	16599.00	7511
2017-12-08 00:00	16599.00	17204.99	14015.00	15880.00	17615
2017-12-11 00:00	14946.26	17470.00	14901.08	16587.97	11848
